UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,PASSENGERS
6700,11292,11292,1387
6700,11292,11292,1997
6700,12892,11292,1134
0A875,11292,11292,4385
0A875,11292,11433,3896
0A875,11292,11292,3647
0A875,11292,11292,2703
0A875,14107,10423,3283
0A875,14683,14100,3716
6725,10257,14107,3488
6725,10529,11298,4554
6725,10721,11292,4330
6725,11292,11292,4551
6725,14570,11292,4227
6003,11109,11433,1667
6003,11292,13851,1616
0A050,11292,11292,2610
0A050,11292,11292,3163
0A050,11503,13930,2489
0A050,12892,13029,4196
0A050,13303,11292,4330
0A050,14107,11292,3296
1260,11292,11292,4451
7041,11292,11278,1686
7041,13486,14122,1643
6700,10599,14492,1767
6700,11109,14683,1880
6700,11292,11292,1111
6700,13029,11292,1040
0A875,10423,11292,4160
0A875,11278,11433,4629
0A875,11292,11697,4488
6725,11292,11292,4400
6460,11292,11292,3949
6460,11292,11298,3838
6460,14057,11637,4765
6460,14492,13930,3890
6460,14683,12892,3981
6830,11292,13303,4466
6830,11292,11503,5775
6830,11697,11298,5583
6830,12266,12278,4792
6689,13502,10372,1648
6904,11292,10397,1038
6085,11109,11884,1158
0A050,11292,12892,3826
0A050,11292,14107,4379
0A050,11298,14771,3286
6700,10372,11292,1193
6700,11292,11986,1346
6700,11298,12339,1587
0A875,11292,11292,4615
0A875,11292,11292,4558
0A875,11292,11292,9532
0A875,11292,11292,3446
0A875,11292,11066,5596
0A875,12892,14057,9571
6725,11292,14679,3896
6725,11292,11292,4516
6725,11618,11292,4540
6725,11986,12266,3210
6003,10599,12892,1757
6460,10397,14679,5027
6460,11292,11292,4719
6460,11292,11292,4577
6460,11292,11292,4100
6460,12264,11292,4038
6460,14679,11292,4210
6830,11292,13502,4442
6830,11292,14107,4446
6830,11292,13502,4242
6830,11298,14747,4925
6830,11433,11292,4613
6830,12892,11292,4846
6830,13487,11097,4690
6830,14679,14107,4826
6689,11298,11292,1885
6689,13502,11109,1099
6689,14107,10397,1213
6031,11292,11292,4548
6031,14747,11503,4472
6904,11097,11292,1104
6904,11292,11292,1155
0A050,11292,12266,4970
0A050,14107,10713,5219
1260,10397,10713,4272
1260,11109,11638,4155
1260,11433,12156,4616
7041,11292,11292,1101
7041,11503,11109,1074
6700,10849,11292,1377
6700,11109,12173,1822
6700,11292,11292,1409
6700,11292,11292,2140
6700,11292,11292,1635
6700,11292,11292,1231
6700,12156,11292,1230
6700,12266,11292,1821
6700,12519,10257,1002
0A875,11292,14893,9692
0A875,11884,11292,4629
0A875,12173,11292,10120
0A875,12266,10693,6022
0A875,12278,11292,3015
0A875,12339,11292,5095
0A875,14747,11292,4659
6725,11292,11292,4156
6725,11292,13204,4468
6725,14100,14107,4114
6725,15304,10397,4158
6003,11292,10397,1973
6460,10423,10423,6530
6460,11042,11042,5709
6460,11057,11057,4265
6460,11066,11298,4684
6460,11109,12264,4166
6460,11109,12889,3970
6460,11292,12953,4906
6460,11292,13244,4042
6460,11292,13303,5791
6460,11292,13495,6024
6460,11292,13871,4238
6460,11292,14057,4019
6460,11292,14100,4253
6460,11292,14100,5830
6460,11292,14122,5262
6460,11292,14679,6427
6460,11292,14747,4884
6460,11292,14869,5282
6460,11292,15016,5107
6460,11292,15304,6484
6460,11292,11292,4952
6460,11292,11292,4247
6460,11292,11292,4881
6460,11292,11109,5035
6460,11292,11292,6608
6460,11292,11292,6379
6460,11292,11292,5959
6460,11292,11292,4193
6460,11298,11292,4219
6460,12889,11292,6328
6460,12953,11292,5148
6460,13204,11109,4243
6460,13244,11292,6482
6460,13303,11292,4934
6460,13495,11292,5291
6460,13871,11292,4940
6460,14057,11292,6037
6460,14100,11292,5089
6460,14100,11298,4107
6460,14107,12892,4175
6460,14122,13487,4543
6460,14679,11292,6308
6460,14747,14747,6262
6460,14869,11292,6107
6460,15016,12217,6556
6460,15304,11292,4031
6830,11292,11292,4029
6830,11292,11292,3682
6830,11292,10620,4741
6830,12892,10849,3987
6031,11292,14689,4766
6031,14747,11292,4770
6904,11292,11109,1222
6904,12217,11292,1273
0A050,14100,12278,5483
6700,10620,12953,1950
6700,11292,13204,1922
6700,11292,14107,1379
6700,11292,11292,1809
6700,12278,11292,1101
6700,13930,11433,2193
6700,14689,11292,1889
0A875,11292,14679,3211
0A875,11292,14869,4354
0A875,11292,11292,4866
0A875,11292,11292,4038
0A875,14107,14730,4094
0A875,14893,11292,4744
6725,11292,12478,3996
6460,10397,11292,4458
6460,11292,14869,6614
6460,11292,11292,5280
6460,14679,11292,5327
6460,14869,11193,5338
6904,11292,11292,1394
6904,14730,11292,1343
6673,11292,14908,5404
6673,12478,10423,5414
1260,11292,10721,4522
1260,14869,11259,5168
7041,10423,11292,1961
6700,11292,11292,1743
0A875,10721,11292,4612
0A875,11042,10599,5316
0A875,11292,13342,3890
6725,11292,11292,5118
6725,11292,11775,5247
6725,11292,11109,5184
6725,13891,11292,4319
6725,14100,11292,5312
6725,14570,10397,4049
6003,11292,11292,1891
6460,11292,11292,4642
6460,13342,11292,4263
6700,11292,13198,1445
6700,12892,11292,2034
0A875,10397,12992,5265
0A875,13871,11292,3938
6725,11292,11298,5318
6725,13342,11292,5196
6725,15376,13342,4278
6003,12339,13930,2209
6460,11292,11292,5468
6460,13198,11697,5574
6904,11292,11292,1458
6904,11637,13029,1207
0A050,11292,11433,4423
6700,15376,14457,1613
0A875,11292,11292,3904
0A875,11292,11298,4826
0A875,11298,11298,5667
6725,11292,11292,5383
6460,11433,11292,5791
6904,11292,11292,1381
1260,11292,11292,5660
6700,11292,10693,1473
6700,11986,14100,2369
0A875,11292,11292,4739
0A875,11292,11292,3967
0A875,12953,11292,4905
0A875,13342,11292,3980
0A875,14679,11433,5720
0A875,14908,11292,4076
6725,11292,10140,5859
6725,11292,11540,5678
6725,11433,10397,4406
6725,11884,11292,4586
6725,12264,13930,5159
6725,14057,13158,5689
6460,11292,11292,5851
6904,10140,11292,1561
6904,11292,11042,1694
6904,11292,11292,1456
1260,11292,14771,6096
7041,11267,12266,2229
6700,11109,11292,1487
6700,11292,11292,1519
6700,11775,12478,1546
6700,15919,11292,1418
0A875,11292,11292,5509
0A875,11618,11292,4873
6725,11292,11292,4411
6003,11109,11298,2188
6904,11540,11986,1612
1260,10397,13204,6261
1260,11292,13871,4559
1260,12478,11292,4346
7041,14457,11292,2012
6700,13158,11292,1585
0A875,10821,11066,6129
0A875,11292,13204,5611
0A875,11292,15304,4159
0A875,11292,11292,5164
0A875,11292,11292,4461
0A875,11618,11292,5570
0A875,13930,10627,5281
6725,10713,11292,4737
6725,11292,12953,4958
6725,11292,14570,4990
6725,11292,14747,4886
6725,13204,11292,6252
6904,13367,14057,1478
6700,10627,11292,1568
6700,11292,10713,1382
0A875,14771,11292,4290
6725,11292,11423,5135
6725,11292,11292,4814
6031,11292,11292,3939
6904,13029,14534,1542
6725,11292,14679,5182
6031,14747,11292,4029
6725,11292,11292,4784
0A875,11423,11292,4248
0A875,11292,11292,4415
0A875,12892,11003,5580
6700,15376,12441,2804
6932,11292,12892,382
0A875,11292,11292,4638
6700,10713,11292,2826
6700,14457,11292,1453
0A875,14679,11292,4750
0A875,11003,11292,3950
0A875,11292,11292,3976
0A875,11292,10800,4739
0A875,11292,13851,5843
0A875,11298,14457,5009
0A875,11648,14869,4051
6725,12889,11292,6430
6725,15016,11648,6641
6932,14534,14893,351
1260,14869,11292,4557
6700,11292,11292,2660
6700,11292,14747,2630
6700,11292,14869,2448
6700,11292,13244,1887
6700,13851,11292,2797
0A875,11292,11292,4866
0A875,11292,11292,6536
6725,10821,10397,4751
6725,14747,11433,5983
1260,11292,13204,4337
1260,11292,14679,4489
6700,11292,11292,3017
0A875,12441,13342,5042
0A875,14492,14679,6246
1260,14747,15016,4378
7041,11292,11292,2565
0A875,11292,14492,6246
0A875,11292,13930,7006
0A875,11292,11292,7196
0A875,13487,11423,5065
6725,11292,14831,7402
6725,11292,11292,7077
7041,11292,10721,3004
6700,14783,13930,1747
0A875,11292,11292,6406
6460,11292,11292,9407
6460,13930,11292,9732
6700,11292,11292,3249
6700,11292,11292,3110
6700,14831,11292,3231
0A875,11292,11292,7491
0A875,11292,11618,7767
0A875,11433,13485,6859
0A875,13485,14100,5284
6904,15016,11292,2129
6932,11711,11292,381
1260,12953,12892,6261
6700,13486,11292,1757
6700,14489,12339,2847
0A875,11292,11711,6450
0A875,11292,12478,5287
0A875,11292,11292,6895
0A875,11618,11292,7486
0A875,13204,15370,6692
6725,11292,11292,7485
6725,12892,11618,7583
6003,11292,11292,3090
6932,11292,11433,385
1260,11292,12953,7288
1260,11433,10423,7061
1260,12478,12441,7342
6700,11292,11292,2134
0A875,11042,11292,7395
0A875,11292,13486,7386
6725,14122,14489,6423
1260,11292,11292,7029
1260,11292,11292,6666
7041,11292,11292,3165
7041,11292,11109,2769
7041,12441,14120,2522
6700,10561,11413,1877
6700,11292,11292,2083
6700,11292,10372,2747
0A875,13204,11292,7447
0A875,14057,11292,7755
6725,11618,11292,6315
6085,12266,13930,2193
6081,11292,11292,2024
6700,11292,11292,2016
6700,11413,11292,1892
6700,13930,14877,2878
0A875,10299,11292,5427
6725,13796,12255,7861
6081,14120,12519,1858
6700,10372,12888,2245
6700,14869,14783,1912
6700,14893,11292,3307
6725,12264,12889,6809
6932,11292,11292,730
6932,14877,11292,758
6700,11292,11292,828
6700,11292,11315,1949
6700,11292,11292,1185
6700,11292,11292,1975
6700,12255,11292,787
0A875,11292,11292,7204
0A875,14679,10221,7769
6725,10693,10925,8402
6725,15370,13200,6899
6904,11292,15582,1759
6904,11315,11292,1671
1177,10221,11292,348
1177,10925,11267,321
1177,10950,11292,385
1177,11292,11292,312
1177,11292,10299,346
1177,11292,11109,250
1177,11292,11292,345
1177,13200,10279,242
1177,15582,12892,356
7041,11292,14893,3095
6700,12888,14057,1249
6700,12992,11292,2314
0A875,11292,11292,7770
6003,11292,11884,3288
6904,10279,13495,2218
6904,11292,14107,2043
6700,11109,11292,2274
6700,11292,10950,3739
0A875,11292,10397,8320
0A875,12266,13502,8865
6725,10397,11292,7356
6725,11292,13433,6379
6725,11292,11292,6864
6460,11292,14570,7563
6460,14107,11292,7396
1177,11292,11292,377
1260,11292,11292,9463
7041,11292,11292,3151
7041,13502,10561,2931
6700,11292,11865,1957
6700,13433,12992,1836
0A875,11292,14543,6807
0A875,12892,11292,8408
0A875,14570,11109,7154
6725,14492,11292,7434
1260,10397,11109,10174
6700,11292,11292,1970
6700,11292,10849,2215
6700,11292,12892,2485
6700,11292,11292,1516
6700,11865,13891,2138
6700,13930,14492,2455
6700,14543,15304,1440
6700,14869,11292,2470
0A875,10849,14908,6757
0A875,11292,11292,7746
0A875,11292,12896,8156
0A875,12889,11292,9127
6725,11292,11292,7547
6725,11292,11292,7652
6725,11292,11092,8998
6725,13495,14869,7596
6460,11292,12266,8093
6460,14908,10721,9464
6904,11292,15376,2258
6904,12896,11292,2259
6904,13486,13930,2414
1177,11092,11292,264
1177,11292,13486,247
6700,11109,11292,2603
0A875,11292,10721,8385
6725,11292,14869,7873
6725,11292,11292,6700
6460,13487,11292,7902
6830,11292,11109,9398
6904,11122,14869,2116
6904,11292,10372,2581
6673,10721,11292,7738
6673,11292,14057,7713
1260,11292,11292,5771
1260,14869,15016,5631
7041,13198,15370,3687
6700,11292,13487,3772
6700,11292,11122,4104
6700,12892,15016,2578
6700,14869,13303,3746
0A875,11292,11292,6906
0A875,12889,11292,8272
6725,11292,11292,9769
6725,11292,11292,7503
6460,11292,10620,8258
6904,11292,11292,2362
6904,11292,11292,2640
0A050,11292,12266,8248
0A050,14100,13204,8000
6700,14252,11292,2554
6700,14794,11292,2615
0A875,10620,12889,5383
0A875,11292,11292,6189
0A875,13930,12389,9954
6460,11193,11292,9470
6460,11292,14107,11739
6460,11292,11292,12093
6460,12266,11292,12625
6460,12892,12892,9957
6830,11292,11540,9401
6830,13930,14252,9995
6904,11292,14794,2200
6904,12389,14107,2374
0A050,11292,11292,8320
0A050,13303,14107,7971
0A050,14107,11413,8619
6700,10372,11921,1761
6700,11292,11292,2436
6700,11292,12889,2397
6700,11292,11193,2645
6700,11413,12889,3386
6700,11540,12892,2410
6700,11921,14771,3171
6700,14107,11292,3310
6700,14107,11292,3196
0A875,10721,11292,10011
0A875,11292,11292,9290
6460,11292,14674,9170
6460,11292,11292,9390
6460,11292,14100,10202
6460,11292,11292,10040
6460,12889,13796,9769
6460,13204,14747,13187
6460,14771,11292,10251
6830,12889,11292,9627
6904,11292,11122,2567
6904,14674,15376,2625
0A050,11292,11292,10642
6725,11066,11292,8200
6725,11292,11292,7814
6725,11292,11292,7995
7041,15016,11921,3905
6725,10721,11618,8179
7041,11292,12003,3039
6700,11292,11292,2909
7041,11122,12264,3257
6725,15304,11292,10585
6904,11921,11292,2600
0A875,12953,11292,10685
6904,11292,11638,2586
0A875,11292,11921,9640
6700,11292,11292,2787
6700,12003,14771,2393
0A875,11292,13487,10852
0A875,14057,11292,7912
0A875,12266,11618,10280
6725,14107,14107,10749
6700,11292,13342,2710
6700,11292,10721,2496
6700,11921,14457,2345
0A875,11292,11292,8437
0A875,11292,11292,8081
0A875,14771,11292,9050
6725,11292,10627,8701
6725,11292,13796,9871
6725,11292,11292,9408
0A875,11292,11292,11333
6904,11292,12264,3000
6904,10627,11292,2544
6725,12191,13851,9909
6725,14679,14057,11877
6904,11292,11292,2893
6725,11292,14747,9705
6725,13851,11292,8844
6003,14869,12953,4391
6725,11292,11292,10120
6904,14457,14288,2700
6725,11292,11292,8432
6725,11292,10272,12212
6725,14683,11292,10296
6725,11292,11292,12180
6700,11637,11292,2362
0A875,11292,11292,11953
1177,10272,12266,530
6932,11292,11292,236
6932,14288,14747,231
1177,11292,14908,506
6725,14057,12892,10611
6725,13342,11292,10537
6725,10140,11292,10387
6031,14747,11292,12319
0A875,11292,11292,11879
0A875,14908,11637,11062
6031,11292,14771,12963
0A875,11292,11278,10909
0A875,11292,12191,12461
6460,11278,13930,13523
0A875,12953,14683,12628
0A875,14771,12953,12784
0A050,13930,11292,9842
6700,11292,11292,2780
0A875,11292,10140,12112
6460,11292,10800,13293
6725,11292,12339,9579
0A050,11292,11292,8618
6725,11292,11292,10664
0A875,11292,13871,13447
0A875,12892,11292,13890
0A875,12264,12191,13876
6725,11292,10821,9727
6725,11292,11292,10912
6725,11292,11292,10509
6725,10800,11618,10876
6725,12953,14869,10491
6725,11292,15016,11440
6725,13871,11921,10802
6725,11292,11292,13559
6725,11292,14771,10038
6725,10397,11292,14138
6700,14869,13204,5933
0A875,11292,11292,13156
6700,11921,11292,3831
6725,11292,11292,11518
6700,14869,12892,3801
6725,13204,12280,11793
1006,11292,10821,9926
1006,14771,11921,11057
6725,11292,11298,13995
6725,10693,11298,11708
6700,12280,11292,3407
6725,14831,11413,11541
0A050,11292,11292,9410
6700,11292,11292,3526
6725,11292,11292,13200
6820,11298,13930,5376
6689,11413,11292,5087
6820,11921,11292,5171
0A050,12892,11292,9969
6689,11298,10693,5630
6725,13796,14771,11998
6700,11109,10397,5911
0A875,14747,11292,13073
0A050,11292,11292,12937
0A050,13930,14747,13418
6725,14747,11292,12588
6725,12191,14771,15853
6725,11292,11292,12290
6725,11292,11292,13038
6725,11292,14747,12813
6700,14747,11292,7063
0A875,11618,10423,15891
6700,11292,14831,7262
6700,11638,14869,4373
0A875,11292,11292,13560
6725,15016,11292,13754
6725,12339,11413,13816
0A875,11292,14893,14717
6725,14679,11292,13849
6725,11292,11292,13592
6725,11292,11292,13584
6700,11292,11298,7633
6725,10423,11109,14803
7041,11413,13232,6090
7041,11292,11292,6129
6725,11292,11292,14048
6725,13232,11292,15001
0A875,14771,11292,15815
6725,14893,13487,15625
0A050,11109,14679,14255
0A050,11298,11292,14678
6725,11292,11109,19851
6725,14771,11292,16528
6725,10821,11292,19734
6700,11109,12892,5618
0A875,12266,14908,18031
6725,11292,11292,17542
6725,11292,11292,17304
6725,13487,14869,17356
6700,11292,13232,5616
0A875,12264,10397,21180
6700,12892,12264,9952
6700,11292,13487,9644
6725,11292,11292,18123
6725,14908,11292,18540
1260,10397,11259,21790
6725,11292,11292,18725
6725,11292,11292,18170
1260,11292,12266,21215
0A875,11292,11292,22682
1260,11292,12892,22113
1260,13487,11292,22892
6725,13232,10372,24270
6725,11292,11292,18575
6725,14869,11292,20414
6725,11259,11057,21532
0A875,11292,13198,21654
6725,12892,14107,23055
6725,11292,11292,23511
6700,10372,11292,7698
6700,11292,11292,9173
6725,13198,11298,24267
0A050,11057,13930,30654
0A050,11292,12889,30124
6725,11292,11292,24681
6725,11292,,27616
6725,14107,,27878
6725,12889,,28061
0A875,13930,,33287
0A050,11292,,37440
0A875,11292,,34857
6725,11292,,31619
0A050,11298,,43885
